2
492
492
9.016696e-03
10 01
T T
4.508348e-03 4.508348e-03 1.000000 0.154058 0.539999
4.508348e-03 4.508348e-03 1.000000 0.937091 0.660955
4.508348e-03 4.508348e-03 1.000000 0.394657 0.258991
4.508348e-03 4.508348e-03 1.000000 0.847912 0.945056
3.756957e-03 3.756957e-03 1.000000 0.377000 0.067280
3.756957e-03 3.756957e-03 1.000000 0.181582 0.575748
3.756957e-03 3.756957e-03 1.000000 0.185885 0.291448
3.506493e-03 3.506493e-03 1.000000 0.461664 0.346977
3.506493e-03 3.506493e-03 1.000000 0.318166 0.459915
3.506493e-03 3.506493e-03 1.000000 0.235895 0.027752
3.506493e-03 3.506493e-03 1.000000 0.658453 0.158804
3.256029e-03 3.256029e-03 1.000000 0.802663 0.408580
3.256029e-03 3.256029e-03 1.000000 0.327392 0.746015
3.256029e-03 3.256029e-03 1.000000 0.746352 0.173955
3.256029e-03 3.256029e-03 1.000000 0.117545 0.174038
3.005565e-03 3.005565e-03 1.000000 0.627409 0.841890
3.005565e-03 3.005565e-03 1.000000 0.510083 0.165764
3.005565e-03 3.005565e-03 1.000000 0.714305 0.907037
3.005565e-03 3.005565e-03 1.000000 0.218538 0.870961
3.005565e-03 3.005565e-03 1.000000 0.211836 0.836665
2.755102e-03 2.755102e-03 1.000000 0.859302 0.523377
2.755102e-03 2.755102e-03 1.000000 0.477363 0.889883
2.755102e-03 2.755102e-03 1.000000 0.065076 0.509456
2.755102e-03 2.755102e-03 1.000000 0.620798 0.733567
2.755102e-03 2.755102e-03 1.000000 0.229996 0.021872
2.755102e-03 2.755102e-03 1.000000 0.138989 0.769507
2.755102e-03 2.755102e-03 1.000000 0.969765 0.386794
2.504638e-03 2.504638e-03 1.000000 0.993428 0.326393
2.504638e-03 2.504638e-03 1.000000 0.137161 0.384754
2.504638e-03 2.504638e-03 1.000000 0.562636 0.633835
2.504638e-03 2.504638e-03 1.000000 0.541606 0.314993
2.504638e-03 2.504638e-03 1.000000 0.159327 0.152616
2.504638e-03 2.504638e-03 1.000000 0.136951 0.709803
2.504638e-03 2.504638e-03 1.000000 0.464864 0.113271
2.254174e-03 2.254174e-03 1.000000 0.700879 0.179986
2.254174e-03 2.254174e-03 1.000000 0.803668 0.513956
2.254174e-03 2.254174e-03 1.000000 0.548438 0.207845
2.254174e-03 2.254174e-03 1.000000 0.784589 0.526490
2.254174e-03 2.254174e-03 1.000000 0.571023 0.422041
2.254174e-03 2.254174e-03 1.000000 0.721156 0.073138
2.254174e-03 2.254174e-03 1.000000 0.594862 0.861977
2.254174e-03 2.254174e-03 1.000000 0.448801 0.652577
2.254174e-03 2.254174e-03 1.000000 0.303473 0.607440
2.003710e-03 2.003710e-03 1.000000 0.278902 0.799562
2.003710e-03 2.003710e-03 1.000000 0.796169 0.954087
2.003710e-03 2.003710e-03 1.000000 0.444338 0.456883
2.003710e-03 2.003710e-03 1.000000 0.599817 0.842622
2.003710e-03 2.003710e-03 1.000000 0.031200 0.187270
2.003710e-03 2.003710e-03 1.000000 0.943594 0.947922
2.003710e-03 2.003710e-03 1.000000 0.452984 0.810833
2.003710e-03 2.003710e-03 1.000000 0.928879 0.672717
2.003710e-03 2.003710e-03 1.000000 0.372332 0.405696
